,Zeit,Weseler Straße (gesamt),Weseler Straße FR stadteinwärts,Weseler Straße FR stadtauswärts,Wetter,Temperatur (°C),Luftfeuchtigkeit (%),Gefühlte Temperatur (°C),Regen (mm),Wind (km/h)
,24. Okt. 2018 02:00,13,8,5,Bedeckt,13,87,10,0,34
,24. Okt. 2018 03:00,4,2,2,Bedeckt,13,87,11,0,34
,24. Okt. 2018 04:00,7,5,2,Bedeckt,13,87,11,0,33
,24. Okt. 2018 05:00,27,15,12,Leichter Regenfall,13,87,11,0,31
,24. Okt. 2018 06:00,78,44,34,Leichter Regenfall,13,87,11,0,30
,24. Okt. 2018 07:00,261,160,101,Leichter Regenfall,13,88,11,0,28
,24. Okt. 2018 08:00,297,202,95,Bedeckt,13,89,11,0,25
,24. Okt. 2018 09:00,171,107,64,Bedeckt,13,89,11,0,23
,24. Okt. 2018 10:00,141,103,38,Bedeckt,13,89,11,0,22
,24. Okt. 2018 11:00,135,92,43,Leichter Regenfall,13,90,11,0,21
,24. Okt. 2018 12:00,164,92,72,Leichter Regenfall,13,90,11,0,20
,24. Okt. 2018 13:00,175,102,73,Leichter Regenfall,13,90,12,0,20
,24. Okt. 2018 14:00,184,104,80,Leichter Regenfall,13,90,12,0,20
,24. Okt. 2018 15:00,212,133,79,Leichter Regenfall,14,90,12,0,20
,24. Okt. 2018 16:00,295,173,122,Leichter Regenfall,13,90,12,0,20
,24. Okt. 2018 17:00,326,203,123,Nieselregen,13,90,12,0,20
,24. Okt. 2018 18:00,261,136,125,Nieselregen,13,90,12,0,19
,24. Okt. 2018 19:00,228,110,118,Nieselregen,13,91,12,0,19
,24. Okt. 2018 20:00,180,97,83,Bedeckt,13,92,12,0,19
,24. Okt. 2018 21:00,116,38,78,Bedeckt,13,92,11,0,18
,24. Okt. 2018 22:00,82,37,45,Bedeckt,13,92,11,0,19
,24. Okt. 2018 23:00,88,46,42,Nieselregen,13,92,11,0,20
,25. Okt. 2018 00:00,37,19,18,Nieselregen,13,93,11,0,21
,25. Okt. 2018 01:00,22,11,11,Nieselregen,13,92,11,0,21
,25. Okt. 2018 02:00,25,10,15,Bedeckt,13,92,11,0,22
,25. Okt. 2018 03:00,17,3,14,Bedeckt,13,91,11,0,22
,25. Okt. 2018 04:00,16,8,8,Bedeckt,12,90,10,0,21
,25. Okt. 2018 05:00,24,10,14,Leichter Regenschauer,12,88,10,0,21
,25. Okt. 2018 06:00,88,47,41,Leichter Regenschauer,12,87,10,0,21
,25. Okt. 2018 07:00,244,131,113,Leichter Regenschauer,12,86,10,0,20
,25. Okt. 2018 08:00,310,194,116,Leichter Regenschauer,12,84,9,0,20
,25. Okt. 2018 09:00,224,172,52,Leichter Regenschauer,12,83,9,0,19
,25. Okt. 2018 10:00,160,112,48,Leichter Regenschauer,12,83,9,0,20
,25. Okt. 2018 11:00,169,123,46,Stellenweiser Regenfall,12,83,9,0,20
,25. Okt. 2018 12:00,203,108,95,Stellenweiser Regenfall,12,83,10,0,21
,25. Okt. 2018 13:00,187,101,86,Stellenweiser Regenfall,12,83,10,0,21
,25. Okt. 2018 14:00,221,122,99,Leichter Regenschauer,12,84,10,0,21
,25. Okt. 2018 15:00,260,158,102,Leichter Regenschauer,12,85,10,0,21
,25. Okt. 2018 16:00,338,206,132,Leichter Regenschauer,12,86,10,0,21
,25. Okt. 2018 17:00,349,193,156,Nieselregen,12,87,10,0,20
,25. Okt. 2018 18:00,270,141,129,Nieselregen,12,88,10,0,20
,25. Okt. 2018 19:00,215,111,104,Nieselregen,12,89,9,0,19
,25. Okt. 2018 20:00,149,66,83,Nieselregen,12,90,9,0,18
,25. Okt. 2018 21:00,117,47,70,Nieselregen,11,91,9,0,17
,25. Okt. 2018 22:00,64,33,31,Nieselregen,11,92,9,0,16
,25. Okt. 2018 23:00,76,33,43,Leichter Regenschauer,11,93,9,0,15
,26. Okt. 2018 00:00,33,15,18,Leichter Regenschauer,11,94,9,0,14
,26. Okt. 2018 01:00,14,9,5,Leichter Regenschauer,11,93,9,0,15
,26. Okt. 2018 02:00,19,3,16,Bedeckt,11,93,9,0,16
,26. Okt. 2018 03:00,16,2,14,Bedeckt,11,92,8,0,17
,26. Okt. 2018 04:00,13,9,4,Bedeckt,10,91,8,0,17
,26. Okt. 2018 05:00,26,9,17,Leichter Regenschauer,10,91,7,0,18
,26. Okt. 2018 06:00,82,43,39,Leichter Regenschauer,9,90,7,0,19
,26. Okt. 2018 07:00,276,166,110,Leichter Regenschauer,9,88,7,0,20
,26. Okt. 2018 08:00,258,172,86,Nieselregen,10,86,7,0,20
,26. Okt. 2018 09:00,199,140,59,Nieselregen,10,84,7,0,21
,26. Okt. 2018 10:00,179,128,51,Nieselregen,10,82,7,0,21
,26. Okt. 2018 11:00,200,123,77,Bedeckt,10,80,7,0,22
,26. Okt. 2018 12:00,218,120,98,Bedeckt,10,79,8,0,23
,26. Okt. 2018 13:00,238,129,109,Bedeckt,10,79,8,0,23
,26. Okt. 2018 14:00,247,163,84,Bedeckt,10,79,8,0,23
,26. Okt. 2018 15:00,242,134,108,Bedeckt,10,79,8,0,24
,26. Okt. 2018 16:00,260,155,105,Bedeckt,10,81,7,0,23
,26. Okt. 2018 17:00,210,120,90,Stellenweiser Regenfall,10,83,7,0,23
,26. Okt. 2018 18:00,154,87,67,Stellenweiser Regenfall,10,85,7,0,22
,26. Okt. 2018 19:00,119,59,60,Stellenweiser Regenfall,9,84,6,0,22
,26. Okt. 2018 20:00,76,40,36,Bedeckt,9,83,6,0,21
,26. Okt. 2018 21:00,73,49,24,Bedeckt,8,82,5,0,21
,26. Okt. 2018 22:00,55,29,26,Bedeckt,8,81,4,0,21
,26. Okt. 2018 23:00,43,21,22,Stellenweiser Regenfall,7,80,4,0,21
,27. Okt. 2018 00:00,36,16,20,Stellenweiser Regenfall,7,79,3,0,22
,27. Okt. 2018 01:00,41,11,30,Stellenweiser Regenfall,6,80,2,0,22
,27. Okt. 2018 02:00,25,4,21,Leicht bewölkt,6,82,2,0,22
,27. Okt. 2018 03:00,24,7,17,Leicht bewölkt,6,83,1,0,22
,27. Okt. 2018 04:00,15,6,9,Leicht bewölkt,5,85,1,0,21
,27. Okt. 2018 05:00,19,10,9,Leicht bewölkt,5,87,1,0,20
,27. Okt. 2018 06:00,12,7,5,Leicht bewölkt,5,88,1,0,19
,27. Okt. 2018 07:00,40,23,17,Leicht bewölkt,5,87,2,0,18
,27. Okt. 2018 08:00,65,48,17,Leicht bewölkt,6,85,2,0,17
,27. Okt. 2018 09:00,112,79,33,Leicht bewölkt,6,84,3,0,16
,27. Okt. 2018 10:00,165,124,41,Leicht bewölkt,7,79,5,0,15
,27. Okt. 2018 11:00,194,143,51,Leicht bewölkt,8,74,6,0,13
,27. Okt. 2018 12:00,198,132,66,Leicht bewölkt,9,70,8,0,12
,27. Okt. 2018 13:00,198,130,68,Leicht bewölkt,10,68,8,0,11
,27. Okt. 2018 14:00,241,157,84,Leicht bewölkt,10,67,9,0,9
,27. Okt. 2018 15:00,197,119,78,Leicht bewölkt,10,66,10,0,7
,27. Okt. 2018 16:00,191,87,104,Leicht bewölkt,9,70,8,0,8
,27. Okt. 2018 17:00,198,116,82,Stellenweiser Regenfall,8,74,7,0,9
,27. Okt. 2018 18:00,182,81,101,Stellenweiser Regenfall,8,78,6,0,10
,27. Okt. 2018 19:00,153,81,72,Stellenweiser Regenfall,7,79,4,0,11
,27. Okt. 2018 20:00,125,71,54,Leicht bewölkt,6,81,3,0,13
,27. Okt. 2018 21:00,95,52,43,Leicht bewölkt,5,83,2,0,14
,27. Okt. 2018 22:00,59,30,29,Leicht bewölkt,5,83,1,0,15
,27. Okt. 2018 23:00,51,24,27,Leicht bewölkt,4,84,1,0,16
,28. Okt. 2018 00:00,65,31,34,Leicht bewölkt,4,84,0,0,17
,28. Okt. 2018 01:00,47,26,21,Leicht bewölkt,3,85,-1,0,17
,28. Okt. 2018 02:00,54,19,35,Leicht bewölkt,3,86,-1,0,17
,28. Okt. 2018 03:00,15,7,8,Leicht bewölkt,3,87,-2,0,17
,28. Okt. 2018 04:00,9,2,7,Leicht bewölkt,2,88,-2,0,17
,28. Okt. 2018 05:00,14,10,4,Leicht bewölkt,2,89,-3,0,17
,28. Okt. 2018 06:00,11,5,6,Leicht bewölkt,2,90,-3,0,17
,28. Okt. 2018 07:00,10,7,3,Leicht bewölkt,2,86,-2,0,19
,28. Okt. 2018 08:00,25,15,10,Leicht bewölkt,3,82,-2,0,20
,28. Okt. 2018 09:00,57,35,22,Leicht bewölkt,4,78,-1,0,22
,28. Okt. 2018 10:00,94,76,18,Leicht bewölkt,4,73,0,0,22
,28. Okt. 2018 11:00,93,60,33,Leicht bewölkt,5,68,1,0,23
,28. Okt. 2018 12:00,131,80,51,Leicht bewölkt,6,64,2,0,24
,28. Okt. 2018 13:00,123,72,51,Leicht bewölkt,6,63,3,0,24
,28. Okt. 2018 14:00,141,74,67,Leicht bewölkt,7,63,3,0,24
,28. Okt. 2018 15:00,134,71,63,Leicht bewölkt,7,63,3,0,24
,28. Okt. 2018 16:00,164,96,68,Leicht bewölkt,6,65,2,0,24
,28. Okt. 2018 17:00,111,61,50,Bedeckt,6,66,2,0,24
,28. Okt. 2018 18:00,127,74,53,Bedeckt,6,68,2,0,24
,28. Okt. 2018 19:00,90,40,50,Bedeckt,5,71,1,0,24
,28. Okt. 2018 20:00,60,24,36,Leicht bewölkt,5,74,0,0,23
,28. Okt. 2018 21:00,47,21,26,Leicht bewölkt,4,76,0,0,23
,28. Okt. 2018 22:00,25,7,18,Leicht bewölkt,4,79,-1,0,23
,28. Okt. 2018 23:00,22,4,18,Leicht bewölkt,3,81,-1,0,22
,29. Okt. 2018 00:00,7,1,6,Leicht bewölkt,3,84,-2,0,22
,29. Okt. 2018 01:00,2,1,1,Leicht bewölkt,3,85,-1,0,21
,29. Okt. 2018 02:00,4,3,1,Bedeckt,3,86,-1,0,21
,29. Okt. 2018 03:00,3,1,2,Bedeckt,3,87,-1,0,20
,29. Okt. 2018 04:00,0,0,0,Bedeckt,3,86,-1,0,21
,29. Okt. 2018 05:00,31,14,17,Bedeckt,4,84,-1,0,21
,29. Okt. 2018 06:00,129,74,55,Bedeckt,4,83,0,0,21
,29. Okt. 2018 07:00,452,294,158,Bedeckt,4,81,0,0,22
,29. Okt. 2018 08:00,339,228,111,Bedeckt,5,78,0,0,23
,29. Okt. 2018 09:00,237,167,70,Bedeckt,5,76,1,0,23
,29. Okt. 2018 10:00,173,131,42,Bedeckt,6,75,1,0,24
,29. Okt. 2018 11:00,190,120,70,Bedeckt,6,74,2,0,24
,29. Okt. 2018 12:00,225,134,91,Bedeckt,6,73,2,0,24
,29. Okt. 2018 13:00,257,154,103,Bedeckt,6,74,2,0,24
,29. Okt. 2018 14:00,217,98,119,Bedeckt,6,75,2,0,24
,29. Okt. 2018 15:00,330,191,139,Bedeckt,6,77,2,0,25
,29. Okt. 2018 16:00,411,258,153,Bedeckt,6,78,1,0,25
,29. Okt. 2018 17:00,494,291,203,Nieselregen,5,80,1,0,25
,29. Okt. 2018 18:00,289,156,133,Nieselregen,5,82,1,0,25
,29. Okt. 2018 19:00,278,134,144,Nieselregen,5,83,1,0,25
,29. Okt. 2018 20:00,162,89,73,Nieselregen,4,83,2,0,25
,29. Okt. 2018 21:00,107,52,55,Nieselregen,3,84,2,0,25
,29. Okt. 2018 22:00,95,37,58,Nieselregen,4,84,2,0,25
,29. Okt. 2018 23:00,45,14,31,Bedeckt,5,85,3,0,24
,30. Okt. 2018 00:00,12,4,8,Bedeckt,6,85,3,0,24
,30. Okt. 2018 01:00,8,2,6,Bedeckt,6,86,3,0,24
,30. Okt. 2018 02:00,5,0,5,Stellenweiser Regenfall,6,88,2,0,23
,30. Okt. 2018 03:00,1,0,1,Stellenweiser Regenfall,6,89,2,0,23
,30. Okt. 2018 04:00,8,6,2,Stellenweiser Regenfall,6,90,2,0,21
,30. Okt. 2018 05:00,23,12,11,Leichter Regenfall,5,92,2,1,19
,30. Okt. 2018 06:00,89,64,25,Leichter Regenfall,5,93,2,1,18
,30. Okt. 2018 07:00,415,318,97,Leichter Regenfall,6,90,2,0,20
,30. Okt. 2018 08:00,350,271,79,Stellenweiser leichter Regenfall,7,87,3,0,22
,30. Okt. 2018 09:00,214,165,49,Stellenweiser leichter Regenfall,7,84,4,0,24
,30. Okt. 2018 10:00,184,135,49,Stellenweiser leichter Regenfall,8,80,4,0,27
,30. Okt. 2018 11:00,160,97,63,Bedeckt,8,76,4,0,29
,30. Okt. 2018 12:00,180,104,76,Bedeckt,9,72,5,0,32
,30. Okt. 2018 13:00,229,132,97,Bedeckt,8,71,4,0,31
,30. Okt. 2018 14:00,211,113,98,Bedeckt,8,69,4,0,30
,30. Okt. 2018 15:00,268,155,113,Bedeckt,8,68,4,0,30
,30. Okt. 2018 16:00,325,182,143,Bedeckt,8,72,4,0,29
,30. Okt. 2018 17:00,362,196,166,Stellenweiser Regenfall,8,75,4,0,28
,30. Okt. 2018 18:00,222,134,88,Stellenweiser Regenfall,7,79,3,0,28
,30. Okt. 2018 19:00,176,83,93,Stellenweiser Regenfall,7,81,4,0,31
,30. Okt. 2018 20:00,109,50,59,Leichter Regenfall,7,82,4,1,35
,30. Okt. 2018 21:00,82,43,39,Leichter Regenfall,6,84,5,1,38
,30. Okt. 2018 22:00,61,25,36,Leichter Regenfall,7,83,5,1,37
,30. Okt. 2018 23:00,31,11,20,Mäßiger Regenfall,7,82,5,1,36
,31. Okt. 2018 00:00,16,5,11,Mäßiger Regenfall,7,82,5,1,36
,31. Okt. 2018 01:00,10,2,8,Mäßiger Regenfall,7,82,4,1,33
,31. Okt. 2018 02:00,8,2,6,Mäßiger Regenfall,7,82,4,1,30
,31. Okt. 2018 03:00,9,5,4,Mäßiger Regenfall,7,82,3,0,27
,31. Okt. 2018 04:00,4,3,1,Mäßiger Regenfall,7,83,3,0,25
,31. Okt. 2018 05:00,23,12,11,Leicht bewölkt,6,84,2,0,23
,31. Okt. 2018 06:00,106,65,41,Leicht bewölkt,6,84,2,0,21
,31. Okt. 2018 07:00,477,321,156,Leicht bewölkt,6,82,2,0,20
,31. Okt. 2018 08:00,404,275,129,Leicht bewölkt,6,81,3,0,19
,31. Okt. 2018 09:00,254,200,54,Leicht bewölkt,7,79,3,0,18
,31. Okt. 2018 10:00,245,159,86,Leicht bewölkt,8,73,5,0,17
,31. Okt. 2018 11:00,235,149,86,Leicht bewölkt,9,68,7,0,15
,31. Okt. 2018 12:00,257,148,109,Leicht bewölkt,10,62,8,0,14
,31. Okt. 2018 13:00,278,162,116,Leicht bewölkt,11,62,9,0,13
,31. Okt. 2018 14:00,268,151,117,Leicht bewölkt,11,62,9,0,12
,31. Okt. 2018 15:00,321,162,159,Leicht bewölkt,11,62,10,0,11
,31. Okt. 2018 16:00,414,262,152,Leicht bewölkt,11,64,10,0,11
,31. Okt. 2018 17:00,356,194,162,Leicht bewölkt,10,66,9,0,10
,31. Okt. 2018 18:00,324,154,170,Leicht bewölkt,10,69,9,0,10
,31. Okt. 2018 19:00,266,137,129,Leicht bewölkt,10,69,8,0,10
,31. Okt. 2018 20:00,267,146,121,Bewölkt,10,69,8,0,10
,31. Okt. 2018 21:00,182,88,94,Bewölkt,9,69,8,0,10
,31. Okt. 2018 22:00,124,59,65,Bewölkt,9,69,8,0,11
,31. Okt. 2018 23:00,116,72,44,Bewölkt,9,69,8,0,11
,1. Nov. 2018 00:00,85,50,35,Bewölkt,9,70,8,0,11
,1. Nov. 2018 01:00,97,40,57,Bewölkt,9,69,7,0,11
,1. Nov. 2018 02:00,87,32,55,Stellenweiser Regenfall,9,69,7,0,12
,1. Nov. 2018 03:00,74,20,54,Stellenweiser Regenfall,9,68,7,0,12
,1. Nov. 2018 04:00,43,14,29,Stellenweiser Regenfall,9,69,7,0,12
,1. Nov. 2018 05:00,22,9,13,Leicht bewölkt,8,69,6,0,12
,1. Nov. 2018 06:00,26,20,6,Leicht bewölkt,8,70,6,0,11
,1. Nov. 2018 07:00,30,20,10,Leicht bewölkt,8,69,6,0,11
,1. Nov. 2018 08:00,25,13,12,Leicht bewölkt,9,68,7,0,11
,1. Nov. 2018 09:00,47,33,14,Leicht bewölkt,9,67,8,0,11
,1. Nov. 2018 10:00,79,65,14,Leicht bewölkt,10,66,9,0,9
,1. Nov. 2018 11:00,70,47,23,Leicht bewölkt,11,66,10,0,8
,1. Nov. 2018 12:00,111,74,37,Leicht bewölkt,12,65,12,0,7
,1. Nov. 2018 13:00,107,67,40,Leicht bewölkt,12,67,11,0,8
,1. Nov. 2018 14:00,116,61,55,Bewölkt,12,69,11,0,9
,1. Nov. 2018 15:00,101,52,49,Bewölkt,12,72,11,0,11
,1. Nov. 2018 16:00,85,46,39,Bewölkt,11,76,10,0,12
,1. Nov. 2018 17:00,73,36,37,Stellenweiser Regenfall,10,80,9,0,12
,1. Nov. 2018 18:00,82,58,24,Stellenweiser Regenfall,10,84,8,0,13
,1. Nov. 2018 19:00,58,31,27,Stellenweiser Regenfall,9,86,7,0,14
,1. Nov. 2018 20:00,58,26,32,Stellenweiser Nieselregen,9,87,7,0,15
,1. Nov. 2018 21:00,51,20,31,Stellenweiser Nieselregen,9,89,6,0,17
,1. Nov. 2018 22:00,31,14,17,Stellenweiser Nieselregen,9,89,6,0,18
,1. Nov. 2018 23:00,36,18,18,Leicht bewölkt,9,89,6,0,18
,2. Nov. 2018 00:00,18,10,8,Leicht bewölkt,9,90,6,0,19
,2. Nov. 2018 01:00,4,3,1,Leicht bewölkt,9,90,6,0,19
,2. Nov. 2018 02:00,7,2,5,Bewölkt,9,91,6,0,19
,2. Nov. 2018 03:00,1,0,1,Bewölkt,9,91,6,0,19
,2. Nov. 2018 04:00,9,5,4,Bewölkt,9,91,6,0,19
,2. Nov. 2018 05:00,26,8,18,Bedeckt,9,90,6,0,20
,2. Nov. 2018 06:00,62,36,26,Bedeckt,9,89,6,0,21
,2. Nov. 2018 07:00,290,193,97,Bedeckt,9,88,6,0,20
,2. Nov. 2018 08:00,222,147,75,Bedeckt,9,87,7,0,20
,2. Nov. 2018 09:00,170,130,40,Bedeckt,10,86,7,0,20
,2. Nov. 2018 10:00,187,122,65,Bedeckt,10,83,7,0,18
,2. Nov. 2018 11:00,182,122,60,Stellenweiser Regenfall,10,81,8,0,17
,2. Nov. 2018 12:00,221,143,78,Stellenweiser Regenfall,11,78,8,0,16
,2. Nov. 2018 13:00,278,150,128,Stellenweiser Regenfall,11,77,9,0,14
,2. Nov. 2018 14:00,245,141,104,Bewölkt,11,75,9,0,12
,2. Nov. 2018 15:00,273,171,102,Bewölkt,11,74,9,0,11
,2. Nov. 2018 16:00,261,160,101,Bewölkt,10,76,8,0,10
,2. Nov. 2018 17:00,212,109,103,Leichter Regenschauer,9,77,7,0,10
,2. Nov. 2018 18:00,256,150,106,Leichter Regenschauer,8,79,7,0,9
,2. Nov. 2018 19:00,191,124,67,Leichter Regenschauer,8,81,6,0,9
,2. Nov. 2018 20:00,181,125,56,Stellenweiser Regenfall,7,83,5,0,9
,2. Nov. 2018 21:00,125,49,76,Stellenweiser Regenfall,6,85,4,0,9
,2. Nov. 2018 22:00,130,43,87,Stellenweiser Regenfall,6,86,4,0,9
,2. Nov. 2018 23:00,87,39,48,Leicht bewölkt,6,87,4,0,8
,3. Nov. 2018 00:00,54,14,40,Leicht bewölkt,6,88,4,0,8
,3. Nov. 2018 01:00,40,17,23,Leicht bewölkt,5,89,4,0,7
,3. Nov. 2018 02:00,26,9,17,Leicht bewölkt,5,89,4,0,7
,3. Nov. 2018 03:00,27,13,14,Leicht bewölkt,5,90,3,0,6
,3. Nov. 2018 04:00,11,7,4,Leicht bewölkt,4,90,3,0,6
,3. Nov. 2018 05:00,18,8,10,Leicht bewölkt,4,91,3,0,6
,3. Nov. 2018 06:00,20,12,8,Leicht bewölkt,4,91,2,0,5
,3. Nov. 2018 07:00,33,21,12,Leicht bewölkt,4,88,3,0,6
,3. Nov. 2018 08:00,61,44,17,Leicht bewölkt,5,85,4,0,6
,3. Nov. 2018 09:00,110,88,22,Leicht bewölkt,6,82,5,0,6
,3. Nov. 2018 10:00,157,120,37,Leicht bewölkt,7,77,6,0,6
,3. Nov. 2018 11:00,180,128,52,Leicht bewölkt,8,72,7,0,5
,3. Nov. 2018 12:00,238,153,85,Leicht bewölkt,9,67,8,0,5
,3. Nov. 2018 13:00,240,157,83,Leicht bewölkt,9,66,9,0,5
,3. Nov. 2018 14:00,194,136,58,Leicht bewölkt,9,65,9,0,5
,3. Nov. 2018 15:00,211,129,82,Leicht bewölkt,9,63,9,0,5
,3. Nov. 2018 16:00,250,142,108,Leicht bewölkt,8,65,7,0,6
,3. Nov. 2018 17:00,205,111,94,Leicht bewölkt,7,67,6,0,7
,3. Nov. 2018 18:00,181,96,85,Leicht bewölkt,6,69,5,0,8
,3. Nov. 2018 19:00,186,102,84,Leicht bewölkt,6,73,4,0,9
,3. Nov. 2018 20:00,147,83,64,Leicht bewölkt,5,77,3,0,9
,3. Nov. 2018 21:00,82,35,47,Leicht bewölkt,4,81,2,0,10
,3. Nov. 2018 22:00,81,38,43,Leicht bewölkt,4,84,2,0,10
,3. Nov. 2018 23:00,67,25,42,Leicht bewölkt,4,88,2,0,10
,4. Nov. 2018 00:00,54,33,21,Leicht bewölkt,4,91,2,0,10
,4. Nov. 2018 01:00,41,16,25,Leicht bewölkt,4,92,2,0,9
,4. Nov. 2018 02:00,22,11,11,Leicht bewölkt,4,93,2,0,9
,4. Nov. 2018 03:00,14,7,7,Leicht bewölkt,4,93,2,0,9
,4. Nov. 2018 04:00,16,5,11,Leicht bewölkt,4,93,2,0,9
,4. Nov. 2018 05:00,15,5,10,Leicht bewölkt,4,93,2,0,9
,4. Nov. 2018 06:00,12,7,5,Leicht bewölkt,4,94,2,0,9
,4. Nov. 2018 07:00,15,8,7,Leicht bewölkt,5,91,3,0,9
,4. Nov. 2018 08:00,14,10,4,Bewölkt,6,89,4,0,9
,4. Nov. 2018 09:00,77,63,14,Bewölkt,7,87,5,0,9
,4. Nov. 2018 10:00,82,57,25,Bewölkt,9,83,7,0,9
,4. Nov. 2018 11:00,96,55,41,Leicht bewölkt,10,79,9,0,9
,4. Nov. 2018 12:00,131,94,37,Leicht bewölkt,11,76,11,0,9
,4. Nov. 2018 13:00,143,92,51,Leicht bewölkt,12,76,11,0,8
,4. Nov. 2018 14:00,133,85,48,Leicht bewölkt,12,77,12,0,7
,4. Nov. 2018 15:00,152,94,58,Leicht bewölkt,12,78,12,0,7
,4. Nov. 2018 16:00,180,98,82,Leicht bewölkt,11,81,11,0,7
,4. Nov. 2018 17:00,176,100,76,Leicht bewölkt,11,85,10,0,8
,4. Nov. 2018 18:00,168,98,70,Leicht bewölkt,10,88,9,0,8
,4. Nov. 2018 19:00,100,33,67,Leicht bewölkt,9,90,8,0,8
,4. Nov. 2018 20:00,76,32,44,Leicht bewölkt,9,91,7,0,8
,4. Nov. 2018 21:00,73,33,40,Leicht bewölkt,8,93,7,0,8
,4. Nov. 2018 22:00,37,15,22,Leicht bewölkt,8,93,7,0,8
,4. Nov. 2018 23:00,19,11,8,Leicht bewölkt,8,93,6,0,8
,5. Nov. 2018 00:00,10,2,8,Leicht bewölkt,8,93,6,0,8
,5. Nov. 2018 01:00,3,3,0,Leicht bewölkt,7,94,6,0,9
,5. Nov. 2018 02:00,6,2,4,Leicht bewölkt,7,94,5,0,9
,5. Nov. 2018 03:00,7,4,3,Leicht bewölkt,7,95,5,0,10
,5. Nov. 2018 04:00,5,5,0,Leicht bewölkt,6,95,4,0,10
,5. Nov. 2018 05:00,29,19,10,Leichter Nebel,6,95,4,0,10
,5. Nov. 2018 06:00,114,66,48,Leichter Nebel,6,96,4,0,10
,5. Nov. 2018 07:00,455,306,149,Leichter Nebel,7,93,5,0,11
,5. Nov. 2018 08:00,409,254,155,Leichter Nebel,8,90,6,0,11
,5. Nov. 2018 09:00,261,187,74,Leichter Nebel,9,88,7,0,12
,5. Nov. 2018 10:00,223,153,70,Leichter Nebel,10,84,8,0,12
,5. Nov. 2018 11:00,196,108,88,Leicht bewölkt,11,80,10,0,12
,5. Nov. 2018 12:00,229,130,99,Leicht bewölkt,13,77,11,0,12
,5. Nov. 2018 13:00,241,133,108,Leicht bewölkt,13,77,12,0,11
,5. Nov. 2018 14:00,289,164,125,Leicht bewölkt,13,77,12,0,11
,5. Nov. 2018 15:00,329,205,124,Leicht bewölkt,13,78,13,0,10
,5. Nov. 2018 16:00,390,246,144,Leicht bewölkt,13,81,12,0,10
,5. Nov. 2018 17:00,447,251,196,Leicht bewölkt,12,84,11,0,9
,5. Nov. 2018 18:00,327,164,163,Leicht bewölkt,11,87,10,0,9
,5. Nov. 2018 19:00,246,93,153,Leicht bewölkt,11,88,10,0,8
,5. Nov. 2018 20:00,156,81,75,Leicht bewölkt,10,89,10,0,7
,5. Nov. 2018 21:00,115,56,59,Leicht bewölkt,10,90,9,0,7
,5. Nov. 2018 22:00,100,32,68,Leicht bewölkt,10,90,9,0,7
,5. Nov. 2018 23:00,49,20,29,Bewölkt,9,90,9,0,7
,6. Nov. 2018 00:00,25,6,19,Bewölkt,9,90,9,0,6
,6. Nov. 2018 01:00,6,1,5,Bewölkt,9,90,9,0,6
,6. Nov. 2018 02:00,5,1,4,Leicht bewölkt,9,89,9,0,6
,6. Nov. 2018 03:00,5,3,2,Leicht bewölkt,9,89,9,0,6
,6. Nov. 2018 04:00,5,3,2,Leicht bewölkt,9,88,8,0,6
,6. Nov. 2018 05:00,35,20,15,Leicht bewölkt,9,87,8,0,6
,6. Nov. 2018 06:00,109,61,48,Leicht bewölkt,9,86,8,0,6
,6. Nov. 2018 07:00,461,286,175,Leicht bewölkt,10,82,9,0,6
,6. Nov. 2018 08:00,473,311,162,Leicht bewölkt,11,78,10,0,6
,6. Nov. 2018 09:00,251,182,69,Leicht bewölkt,12,74,12,0,6
,6. Nov. 2018 10:00,199,141,58,Leicht bewölkt,13,70,13,0,7
,6. Nov. 2018 11:00,206,121,85,Leicht bewölkt,15,66,15,0,7
,6. Nov. 2018 12:00,212,132,80,Leicht bewölkt,16,62,16,0,7
,6. Nov. 2018 13:00,250,135,115,Leicht bewölkt,16,64,16,0,8
,6. Nov. 2018 14:00,282,168,114,Leicht bewölkt,16,65,16,0,9
,6. Nov. 2018 15:00,340,184,156,Leicht bewölkt,16,67,16,0,10
,6. Nov. 2018 16:00,413,242,171,Leicht bewölkt,15,70,15,0,11
,6. Nov. 2018 17:00,463,295,168,Leicht bewölkt,14,73,13,0,12
,6. Nov. 2018 18:00,333,182,151,Leicht bewölkt,13,76,12,0,12
,6. Nov. 2018 19:00,263,127,136,Leicht bewölkt,12,79,11,0,11
,6. Nov. 2018 20:00,177,83,94,Leicht bewölkt,12,81,11,0,10
,6. Nov. 2018 21:00,121,55,66,Leicht bewölkt,11,83,10,0,9
,6. Nov. 2018 22:00,80,28,52,Leicht bewölkt,11,85,10,0,9
,6. Nov. 2018 23:00,45,20,25,Leicht bewölkt,11,87,10,0,9
,7. Nov. 2018 00:00,26,8,18,Leicht bewölkt,10,89,9,0,9
,7. Nov. 2018 01:00,19,4,15,Leicht bewölkt,10,88,9,0,9
,7. Nov. 2018 02:00,7,4,3,Leicht bewölkt,10,88,9,0,10
,7. Nov. 2018 03:00,5,2,3,Leicht bewölkt,10,88,8,0,10
,7. Nov. 2018 04:00,10,5,5,Leicht bewölkt,10,87,8,0,11
,7. Nov. 2018 05:00,31,19,12,Leicht bewölkt,9,86,8,0,11
,7. Nov. 2018 06:00,103,56,47,Leicht bewölkt,9,85,7,0,11
,7. Nov. 2018 07:00,512,330,182,Leicht bewölkt,10,81,8,0,12
