Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Meerut,Junction,T,Total number of Accidents,35.0
Meerut,Junction,Y,Greviously Injured,0.0
Meerut,Junction,Y,Minor Injury,15.0
Meerut,Junction,Y,Persons Killed,11.0
Meerut,Junction,Y,Total Injured,15.0
Meerut,Junction,Y,Total number of Accidents,20.0
Mumbai,Junction,Four arm Junction,Greviously Injured,0.0
Mumbai,Junction,Four arm Junction,Minor Injury,0.0
Mumbai,Junction,Four arm Junction,Persons Killed,0.0
Mumbai,Junction,Four arm Junction,Total Injured,0.0
Mumbai,Junction,Four arm Junction,Total number of Accidents,0.0
Mumbai,Junction,Others,Greviously Injured,1.0
Mumbai,Junction,Others,Minor Injury,1.0
Mumbai,Junction,Others,Persons Killed,1.0
Mumbai,Junction,Others,Total Injured,2.0
Mumbai,Junction,Others,Total number of Accidents,4.0
Mumbai,Junction,Round about Junction,Greviously Injured,0.0
Mumbai,Junction,Round about Junction,Minor Injury,0.0
Mumbai,Junction,Round about Junction,Persons Killed,0.0
Mumbai,Junction,Round about Junction,Total Injured,0.0
Mumbai,Junction,Round about Junction,Total number of Accidents,0.0
Mumbai,Junction,Staggered Junction,Greviously Injured,1296.0
Mumbai,Junction,Staggered Junction,Minor Injury,442.0
Mumbai,Junction,Staggered Junction,Persons Killed,28.0
Mumbai,Junction,Staggered Junction,Total Injured,1738.0
Mumbai,Junction,Staggered Junction,Total number of Accidents,1494.0
Mumbai,Junction,T,Greviously Injured,0.0
Mumbai,Junction,T,Minor Injury,0.0
Mumbai,Junction,T,Persons Killed,110.0
Mumbai,Junction,T,Total Injured,0.0
Mumbai,Junction,T,Total number of Accidents,107.0
Mumbai,Junction,Y,Greviously Injured,0.0
Mumbai,Junction,Y,Minor Injury,0.0
Mumbai,Junction,Y,Persons Killed,210.0
Mumbai,Junction,Y,Total Injured,0.0
Mumbai,Junction,Y,Total number of Accidents,207.0
Nagpur,Junction,Four arm Junction,Greviously Injured,49.0
Nagpur,Junction,Four arm Junction,Minor Injury,48.0
Nagpur,Junction,Four arm Junction,Persons Killed,27.0
Nagpur,Junction,Four arm Junction,Total Injured,97.0
Nagpur,Junction,Four arm Junction,Total number of Accidents,103.0
Nagpur,Junction,Others,Greviously Injured,368.0
Nagpur,Junction,Others,Minor Injury,281.0
Nagpur,Junction,Others,Persons Killed,183.0
Nagpur,Junction,Others,Total Injured,649.0
Nagpur,Junction,Others,Total number of Accidents,664.0
Nagpur,Junction,Round about Junction,Greviously Injured,0.0
Nagpur,Junction,Round about Junction,Minor Injury,0.0
Nagpur,Junction,Round about Junction,Persons Killed,0.0
Nagpur,Junction,Round about Junction,Total Injured,0.0
Nagpur,Junction,Round about Junction,Total number of Accidents,0.0
Nagpur,Junction,Staggered Junction,Greviously Injured,0.0
Nagpur,Junction,Staggered Junction,Minor Injury,1.0
Nagpur,Junction,Staggered Junction,Persons Killed,0.0
Nagpur,Junction,Staggered Junction,Total Injured,1.0
Nagpur,Junction,Staggered Junction,Total number of Accidents,1.0
Nagpur,Junction,T,Greviously Injured,2.0
Nagpur,Junction,T,Minor Injury,1.0
Nagpur,Junction,T,Persons Killed,0.0
Nagpur,Junction,T,Total Injured,3.0
Nagpur,Junction,T,Total number of Accidents,3.0
Nagpur,Junction,Y,Greviously Injured,1.0
Nagpur,Junction,Y,Minor Injury,1.0
Nagpur,Junction,Y,Persons Killed,0.0
Nagpur,Junction,Y,Total Injured,2.0
Nagpur,Junction,Y,Total number of Accidents,2.0
Nashik,Junction,Four arm Junction,Greviously Injured,42.0
Nashik,Junction,Four arm Junction,Minor Injury,14.0
Nashik,Junction,Four arm Junction,Persons Killed,19.0
Nashik,Junction,Four arm Junction,Total Injured,56.0
Nashik,Junction,Four arm Junction,Total number of Accidents,59.0
Nashik,Junction,Others,Greviously Injured,221.0
Nashik,Junction,Others,Minor Injury,61.0
Nashik,Junction,Others,Persons Killed,136.0
Nashik,Junction,Others,Total Injured,282.0
Nashik,Junction,Others,Total number of Accidents,324.0
Nashik,Junction,Round about Junction,Greviously Injured,9.0
Nashik,Junction,Round about Junction,Minor Injury,0.0
Nashik,Junction,Round about Junction,Persons Killed,0.0
Nashik,Junction,Round about Junction,Total Injured,9.0
Nashik,Junction,Round about Junction,Total number of Accidents,5.0
Nashik,Junction,Staggered Junction,Greviously Injured,0.0
Nashik,Junction,Staggered Junction,Minor Injury,0.0
Nashik,Junction,Staggered Junction,Persons Killed,0.0
Nashik,Junction,Staggered Junction,Total Injured,0.0
Nashik,Junction,Staggered Junction,Total number of Accidents,0.0
Nashik,Junction,T,Greviously Injured,15.0
Nashik,Junction,T,Minor Injury,3.0
Nashik,Junction,T,Persons Killed,16.0
Nashik,Junction,T,Total Injured,18.0
Nashik,Junction,T,Total number of Accidents,28.0
Nashik,Junction,Y,Greviously Injured,0.0
Nashik,Junction,Y,Minor Injury,0.0
Nashik,Junction,Y,Persons Killed,0.0
Nashik,Junction,Y,Total Injured,0.0
Nashik,Junction,Y,Total number of Accidents,0.0
Patna,Junction,Four arm Junction,Greviously Injured,10.0
Patna,Junction,Four arm Junction,Minor Injury,0.0
Patna,Junction,Four arm Junction,Persons Killed,2.0
Patna,Junction,Four arm Junction,Total Injured,10.0
Patna,Junction,Four arm Junction,Total number of Accidents,10.0
Patna,Junction,Others,Greviously Injured,143.0
Patna,Junction,Others,Minor Injury,10.0
Patna,Junction,Others,Persons Killed,131.0
Patna,Junction,Others,Total Injured,153.0
Patna,Junction,Others,Total number of Accidents,273.0
Patna,Junction,Round about Junction,Greviously Injured,8.0
Patna,Junction,Round about Junction,Minor Injury,0.0
Patna,Junction,Round about Junction,Persons Killed,3.0
Patna,Junction,Round about Junction,Total Injured,8.0
Patna,Junction,Round about Junction,Total number of Accidents,11.0
Patna,Junction,Staggered Junction,Greviously Injured,0.0
Patna,Junction,Staggered Junction,Minor Injury,0.0
Patna,Junction,Staggered Junction,Persons Killed,0.0
Patna,Junction,Staggered Junction,Total Injured,0.0
Patna,Junction,Staggered Junction,Total number of Accidents,0.0
Patna,Junction,T,Greviously Injured,42.0
Patna,Junction,T,Minor Injury,3.0
Patna,Junction,T,Persons Killed,28.0
Patna,Junction,T,Total Injured,45.0
Patna,Junction,T,Total number of Accidents,48.0
Patna,Junction,Y,Greviously Injured,25.0
Patna,Junction,Y,Minor Injury,2.0
Patna,Junction,Y,Persons Killed,17.0
Patna,Junction,Y,Total Injured,27.0
Patna,Junction,Y,Total number of Accidents,31.0
Pune,Junction,Four arm Junction,Greviously Injured,61.0
Pune,Junction,Four arm Junction,Minor Injury,20.0
Pune,Junction,Four arm Junction,Persons Killed,24.0
Pune,Junction,Four arm Junction,Total Injured,81.0
Pune,Junction,Four arm Junction,Total number of Accidents,108.0
Pune,Junction,Others,Greviously Injured,188.0
Pune,Junction,Others,Minor Injury,63.0
Pune,Junction,Others,Persons Killed,98.0
Pune,Junction,Others,Total Injured,251.0
Pune,Junction,Others,Total number of Accidents,294.0
Pune,Junction,Round about Junction,Greviously Injured,4.0
Pune,Junction,Round about Junction,Minor Injury,1.0
Pune,Junction,Round about Junction,Persons Killed,0.0
Pune,Junction,Round about Junction,Total Injured,5.0
Pune,Junction,Round about Junction,Total number of Accidents,6.0
Pune,Junction,Staggered Junction,Greviously Injured,0.0
Pune,Junction,Staggered Junction,Minor Injury,0.0
Pune,Junction,Staggered Junction,Persons Killed,0.0
Pune,Junction,Staggered Junction,Total Injured,0.0
Pune,Junction,Staggered Junction,Total number of Accidents,0.0
Pune,Junction,T,Greviously Injured,22.0
Pune,Junction,T,Minor Injury,3.0
Pune,Junction,T,Persons Killed,11.0
Pune,Junction,T,Total Injured,25.0
Pune,Junction,T,Total number of Accidents,37.0
Pune,Junction,Y,Greviously Injured,22.0
Pune,Junction,Y,Minor Injury,4.0
Pune,Junction,Y,Persons Killed,10.0
Pune,Junction,Y,Total Injured,26.0
Pune,Junction,Y,Total number of Accidents,37.0
Raipur,Junction,Four arm Junction,Greviously Injured,13.0
Raipur,Junction,Four arm Junction,Minor Injury,131.0
Raipur,Junction,Four arm Junction,Persons Killed,49.0
Raipur,Junction,Four arm Junction,Total Injured,144.0
Raipur,Junction,Four arm Junction,Total number of Accidents,304.0
Raipur,Junction,Others,Greviously Injured,19.0
Raipur,Junction,Others,Minor Injury,858.0
Raipur,Junction,Others,Persons Killed,264.0
Raipur,Junction,Others,Total Injured,877.0
Raipur,Junction,Others,Total number of Accidents,956.0
Raipur,Junction,Round about Junction,Greviously Injured,0.0
Raipur,Junction,Round about Junction,Minor Injury,0.0
Raipur,Junction,Round about Junction,Persons Killed,0.0
Raipur,Junction,Round about Junction,Total Injured,0.0
Raipur,Junction,Round about Junction,Total number of Accidents,0.0
Raipur,Junction,Staggered Junction,Greviously Injured,0.0
Raipur,Junction,Staggered Junction,Minor Injury,0.0
Raipur,Junction,Staggered Junction,Persons Killed,0.0
Raipur,Junction,Staggered Junction,Total Injured,0.0
Raipur,Junction,Staggered Junction,Total number of Accidents,0.0
Raipur,Junction,T,Greviously Injured,15.0
Raipur,Junction,T,Minor Injury,224.0
Raipur,Junction,T,Persons Killed,163.0
Raipur,Junction,T,Total Injured,239.0
Raipur,Junction,T,Total number of Accidents,461.0
Raipur,Junction,Y,Greviously Injured,2.0
Raipur,Junction,Y,Minor Injury,32.0
Raipur,Junction,Y,Persons Killed,6.0
Raipur,Junction,Y,Total Injured,34.0
Raipur,Junction,Y,Total number of Accidents,45.0
Rajkot,Junction,Four arm Junction,Greviously Injured,12.0
Rajkot,Junction,Four arm Junction,Minor Injury,10.0
Rajkot,Junction,Four arm Junction,Persons Killed,11.0
Rajkot,Junction,Four arm Junction,Total Injured,22.0
Rajkot,Junction,Four arm Junction,Total number of Accidents,37.0
Rajkot,Junction,Others,Greviously Injured,160.0
Rajkot,Junction,Others,Minor Injury,92.0
Rajkot,Junction,Others,Persons Killed,108.0
Rajkot,Junction,Others,Total Injured,252.0
Rajkot,Junction,Others,Total number of Accidents,325.0
Rajkot,Junction,Round about Junction,Greviously Injured,11.0
Rajkot,Junction,Round about Junction,Minor Injury,7.0
Rajkot,Junction,Round about Junction,Persons Killed,7.0
Rajkot,Junction,Round about Junction,Total Injured,18.0
Rajkot,Junction,Round about Junction,Total number of Accidents,23.0
Rajkot,Junction,Staggered Junction,Greviously Injured,1.0
Rajkot,Junction,Staggered Junction,Minor Injury,6.0
Rajkot,Junction,Staggered Junction,Persons Killed,2.0
Rajkot,Junction,Staggered Junction,Total Injured,7.0
Rajkot,Junction,Staggered Junction,Total number of Accidents,9.0
Rajkot,Junction,T,Greviously Injured,11.0
Rajkot,Junction,T,Minor Injury,2.0
Rajkot,Junction,T,Persons Killed,5.0
Rajkot,Junction,T,Total Injured,13.0
Rajkot,Junction,T,Total number of Accidents,19.0
Rajkot,Junction,Y,Greviously Injured,6.0
Rajkot,Junction,Y,Minor Injury,6.0
Rajkot,Junction,Y,Persons Killed,5.0
Rajkot,Junction,Y,Total Injured,12.0
Rajkot,Junction,Y,Total number of Accidents,19.0
Srinagar,Junction,Four arm Junction,Greviously Injured,0.0
Srinagar,Junction,Four arm Junction,Minor Injury,0.0
Srinagar,Junction,Four arm Junction,Persons Killed,0.0
Srinagar,Junction,Four arm Junction,Total Injured,0.0
Srinagar,Junction,Four arm Junction,Total number of Accidents,0.0
Srinagar,Junction,Others,Greviously Injured,0.0
Srinagar,Junction,Others,Minor Injury,275.0
Srinagar,Junction,Others,Persons Killed,45.0
Srinagar,Junction,Others,Total Injured,275.0
Srinagar,Junction,Others,Total number of Accidents,275.0
Srinagar,Junction,Round about Junction,Greviously Injured,0.0
Srinagar,Junction,Round about Junction,Minor Injury,0.0
Srinagar,Junction,Round about Junction,Persons Killed,0.0
Srinagar,Junction,Round about Junction,Total Injured,0.0
Srinagar,Junction,Round about Junction,Total number of Accidents,0.0
Srinagar,Junction,Staggered Junction,Greviously Injured,0.0
Srinagar,Junction,Staggered Junction,Minor Injury,0.0
Srinagar,Junction,Staggered Junction,Persons Killed,0.0
Srinagar,Junction,Staggered Junction,Total Injured,0.0
Srinagar,Junction,Staggered Junction,Total number of Accidents,0.0
Srinagar,Junction,T,Greviously Injured,0.0
Srinagar,Junction,T,Minor Injury,0.0
Srinagar,Junction,T,Persons Killed,0.0
Srinagar,Junction,T,Total Injured,0.0
Srinagar,Junction,T,Total number of Accidents,0.0
Srinagar,Junction,Y,Greviously Injured,0.0
Srinagar,Junction,Y,Minor Injury,0.0
Srinagar,Junction,Y,Persons Killed,0.0
Srinagar,Junction,Y,Total Injured,0.0
Srinagar,Junction,Y,Total number of Accidents,0.0
Surat,Junction,Four arm Junction,Greviously Injured,29.0
Surat,Junction,Four arm Junction,Minor Injury,16.0
Surat,Junction,Four arm Junction,Persons Killed,15.0
Surat,Junction,Four arm Junction,Total Injured,45.0
Surat,Junction,Four arm Junction,Total number of Accidents,62.0
Surat,Junction,Others,Greviously Injured,188.0
Surat,Junction,Others,Minor Injury,57.0
Surat,Junction,Others,Persons Killed,110.0
Surat,Junction,Others,Total Injured,245.0
Surat,Junction,Others,Total number of Accidents,327.0
Surat,Junction,Round about Junction,Greviously Injured,26.0
Surat,Junction,Round about Junction,Minor Injury,9.0
Surat,Junction,Round about Junction,Persons Killed,16.0
Surat,Junction,Round about Junction,Total Injured,35.0
Surat,Junction,Round about Junction,Total number of Accidents,52.0
Surat,Junction,Staggered Junction,Greviously Injured,21.0
Surat,Junction,Staggered Junction,Minor Injury,5.0
Surat,Junction,Staggered Junction,Persons Killed,17.0
Surat,Junction,Staggered Junction,Total Injured,26.0
Surat,Junction,Staggered Junction,Total number of Accidents,42.0
Surat,Junction,T,Greviously Injured,38.0
Surat,Junction,T,Minor Injury,12.0
Surat,Junction,T,Persons Killed,25.0
Surat,Junction,T,Total Injured,50.0
Surat,Junction,T,Total number of Accidents,68.0
Surat,Junction,Y,Greviously Injured,16.0
Surat,Junction,Y,Minor Injury,6.0
Surat,Junction,Y,Persons Killed,8.0
Surat,Junction,Y,Total Injured,22.0
Surat,Junction,Y,Total number of Accidents,24.0
Thiruvanthapuram,Junction,Four arm Junction,Greviously Injured,44.0
Thiruvanthapuram,Junction,Four arm Junction,Minor Injury,14.0
Thiruvanthapuram,Junction,Four arm Junction,Persons Killed,6.0
Thiruvanthapuram,Junction,Four arm Junction,Total Injured,58.0
Thiruvanthapuram,Junction,Four arm Junction,Total number of Accidents,55.0
Thiruvanthapuram,Junction,Others,Greviously Injured,783.0
Thiruvanthapuram,Junction,Others,Minor Injury,190.0
Thiruvanthapuram,Junction,Others,Persons Killed,86.0
Thiruvanthapuram,Junction,Others,Total Injured,973.0
Thiruvanthapuram,Junction,Others,Total number of Accidents,929.0
Thiruvanthapuram,Junction,Round about Junction,Greviously Injured,14.0
Thiruvanthapuram,Junction,Round about Junction,Minor Injury,4.0
Thiruvanthapuram,Junction,Round about Junction,Persons Killed,2.0
Thiruvanthapuram,Junction,Round about Junction,Total Injured,18.0
Thiruvanthapuram,Junction,Round about Junction,Total number of Accidents,21.0
Thiruvanthapuram,Junction,Staggered Junction,Greviously Injured,26.0
Thiruvanthapuram,Junction,Staggered Junction,Minor Injury,9.0
Thiruvanthapuram,Junction,Staggered Junction,Persons Killed,5.0
Thiruvanthapuram,Junction,Staggered Junction,Total Injured,35.0
Thiruvanthapuram,Junction,Staggered Junction,Total number of Accidents,33.0
Thiruvanthapuram,Junction,T,Greviously Injured,111.0
Thiruvanthapuram,Junction,T,Minor Injury,14.0
Thiruvanthapuram,Junction,T,Persons Killed,6.0
Thiruvanthapuram,Junction,T,Total Injured,125.0
Thiruvanthapuram,Junction,T,Total number of Accidents,121.0
Thiruvanthapuram,Junction,Y,Greviously Injured,46.0
Thiruvanthapuram,Junction,Y,Minor Injury,8.0
Thiruvanthapuram,Junction,Y,Persons Killed,3.0
Thiruvanthapuram,Junction,Y,Total Injured,54.0
Thiruvanthapuram,Junction,Y,Total number of Accidents,55.0
Thrissur,Junction,Four arm Junction,Greviously Injured,78.0
Thrissur,Junction,Four arm Junction,Minor Injury,30.0
Thrissur,Junction,Four arm Junction,Persons Killed,8.0
Thrissur,Junction,Four arm Junction,Total Injured,108.0
Thrissur,Junction,Four arm Junction,Total number of Accidents,98.0
Thrissur,Junction,Others,Greviously Injured,571.0
Thrissur,Junction,Others,Minor Injury,313.0
Thrissur,Junction,Others,Persons Killed,86.0
Thrissur,Junction,Others,Total Injured,884.0
Thrissur,Junction,Others,Total number of Accidents,776.0
Thrissur,Junction,Round about Junction,Greviously Injured,6.0
Thrissur,Junction,Round about Junction,Minor Injury,1.0
Thrissur,Junction,Round about Junction,Persons Killed,0.0
Thrissur,Junction,Round about Junction,Total Injured,7.0
Thrissur,Junction,Round about Junction,Total number of Accidents,5.0
Thrissur,Junction,Staggered Junction,Greviously Injured,10.0
Thrissur,Junction,Staggered Junction,Minor Injury,7.0
Thrissur,Junction,Staggered Junction,Persons Killed,0.0
Thrissur,Junction,Staggered Junction,Total Injured,17.0
Thrissur,Junction,Staggered Junction,Total number of Accidents,15.0
Thrissur,Junction,T,Greviously Injured,303.0
Thrissur,Junction,T,Minor Injury,105.0
Thrissur,Junction,T,Persons Killed,25.0
Thrissur,Junction,T,Total Injured,408.0
Thrissur,Junction,T,Total number of Accidents,379.0
Thrissur,Junction,Y,Greviously Injured,134.0
Thrissur,Junction,Y,Minor Injury,74.0
Thrissur,Junction,Y,Persons Killed,15.0
Thrissur,Junction,Y,Total Injured,208.0
Thrissur,Junction,Y,Total number of Accidents,191.0
Tiruchirapalli,Junction,Four arm Junction,Greviously Injured,0.0
Tiruchirapalli,Junction,Four arm Junction,Minor Injury,0.0
Tiruchirapalli,Junction,Four arm Junction,Persons Killed,0.0
Tiruchirapalli,Junction,Four arm Junction,Total Injured,0.0
Tiruchirapalli,Junction,Four arm Junction,Total number of Accidents,0.0
Tiruchirapalli,Junction,Others,Greviously Injured,0.0
